id,Character,Lines
S16e1,MEG:,"I do, Dad.  You've inspired me to nakedly eat this cake in a weird place.  Thanks to you, I now believe in me.  Me.  M-E.  I believe in M-E.  (CHUCKLING): Okay, okay, all right.  Don't want one that bad.  Peter, I'd like to introduce the surgeon  who will perform your procedure today.  Dr. Wang Gon.  Wow, I can't believe all you guys came out to support me.  You guys aren't just the best friends I've ever had.  You're also the best comedy.  - Aw. - Aw.  Great job, everyone.  If that don't get us the Emmy, nothing will.  Where do you think you're going?  Doc, I'm not actually going through with the operation.  I'm going home.  We're doing this whether you like it or not.  (BOTH GRUNTING)  Doc, no. Stop him! Somebody help!  You want the Emmy, don't you?"
S16e1,PETER:,"And that is how I became your mother.  So, the Emmy committee  watched our submission for Best Comedy?  Uh-huh.  All right, thank you.  They hated it so much, they gave us a negative Emmy.  We now owe them an Emmy.  (ALL GROAN)  The Emmys aren't fair.  I mean, shows like Nurse Jackie are basically dramas,  but they get comedy awards all the time.  (GASPS) That's it.  We'll sneak into the drama category.  That's how we'll win the Emmy with dark, confusing plot twists  like on Homeland or Mad Men.  Ooh, or Breaking Bad.  Or Mr. Robot Chicken.  No, Chris, it's Mr. Robot.  - Chicken. - Mr. Robot.  - Chicken! - No, no, Chris, you see,  Mr. Robot is a critically acclaimed show.  Robot Chicken is something kids used to watch in 2006.  It's basically four minutes of nonsense  on at 1:00 in the morning breaking up personal injury ads.  Chicken.  - (GUNSHOT) - (CROWS CAWING)  (PANTING)"
S16e1,MAN:,"Please, don't.  Why won't  you die?!  (CROWS CAWING)    Shh.  Shh, that's right.  I'm your dad.  Your gentle, suburban dad.  Oh, what a twist. Shh.  Hey, Dad.  Sure must be tough having a son  with goofy noodle legs like mine.  Chris, I love you  no matter how useless you are in a paddleboat.  (CROWS CAWING)  Peter, those crows keep getting in.  This whole house is falling apart.  It's okay, my long-suffering, quietly dissatisfied wife.  We'll get everything repaired.  How? We can't afford it.  We have to pay for Chris's doctor bills  and meds for our daughter in the CIA.  (FLAPPING LIPS)  Damn, she's good at her job.  How are we ever gonna pay all these bills  that have been perfectly ripped across the top  so the words ""past due"" are visible?  Oh, I just thank God  there's no devastating turn of events going on  that I don't know about.    - You have cancer. - How long do I have to live?  One week.  While I give the rest of your diagnosis,  I'm going to gradually talk quieter,  (QUIETLY): as if I'm growing distant  to show how overwhelmed you are by this news.  (EARS RINGING)  (BEES BUZZING)  (SILLY CARTOON NOISES PLAYING)  (""AH-OO-GAH"" CAR HORN HONKING)  Yo, you five-o?  No, I'm 87.  But how flattering.  Now, get me drugs, scummy drug dealer.  You got it, mayor of our city.  Mm. I wonder which of us is the bigger criminal.  Oh, that's easy. You are.  Hey, can you teach me to sell drugs?  Hold up. Are you wearing a The Wire?  No. I need money for sympathetic reasons  and I have no other option than crime.  I mean, I could sell stuff on eBay, but shipping.  Well, I am pulling a heist at a meth lab.  I suppose I could use the help.  Great! You won't regret this.  When it comes to selling drugs,  you and me will be a better team  than the old lady's eyeballs on Downton Abbey.  I'm looking way over in this direction.  And I'm looking way over here.  That way we can see all the awards flying at us.  Here comes one now.  Best Cutaway.  (""DOWNTON"
S16e1,ABBEY:,"THE SUITE"" BY JOHN LUNN PLAYING)  (APPLAUSE)  Remember, kill anything that moves.  - Even a kid? - Especially a kid.  You got to kill a kid at least once a season to make people go,  ""Oh, I can't believe they killed a kid.""  Let's go.  (BOTH YELLING)    Wait, we did this already.  G-Go back.  Or-Or forward?  I'm-I'm lost.      (GRUNTS)  (GUNFIRE CONTINUES)  (GUN CLICKS)  I'll get help!  (MUTTERING QUIETLY)  (PHONE VIBRATES)  (GASPS) Brian, call off this drone strike,  Dad needs us.  Damn it, Meg, we're about to take out the head of ISIS!  Hoo! Woo-hoo! Woo-hoo! Woo-hoo!  Woo-hoo! Woo-hoo! Woo-hoo! Woo-hoo! Woo-hoo!  - Woo-hoo! Woo-hoo! Woo-hoo! - Okay, you've made your point.  You're lucky you're so good at your job.  Wha?  (MEN SCREAMING)  (SIZZLING)  That was badass how it went from the guy burning up  to the barbecue, right? Best Director.  Hey, Peter, I was thinking about this Emmy thing.  What's the most acclaimed drama of all time?  - The Sopranos. - Right.  And what's the most memorable moment  - in the history of that show? - Well, I'd have to say"
S16e1,JOE:,"Nice briefcase full of cash.  Where'd you get the money for a briefcase like that, Peter?  I want in.  I need the money to pay off my mysterious boss, Mr. Robot."
S16e1,CHRIS:,"Chicken!  Chris, get back in the house!  (IN SOUTHERN ACCENT): My whole plan,  fallin' apart like a House of Cards.  You know, growing up in Gaffney,  my daddy always said, ""Turn the other cheek.""  Kevin Spacey always said,  ""I was just walkin' my dog in that park at 3:00 a.m.""  I don't trust either one of 'em.  I suppose it's time to tell my wife the truth.  Like a man.  (SOBBING)  (GASPING): And then, I sold all the drugs  'cause the doctor said I had the cancer  and I killed the guys,  and Joe took all the mon the money!  (CONTINUES SOBBING)  I see.  Are are you leavin' me?  No, Peter.  I'm helping you kill that cop.  Because I'm darker than you and the audience ever thought!  What a twist.  For five long years, orange was my new black.  (SLOBBERING)  Peter, I don't care if it's drug money.  I have grown accustomed to Hulu Plus.  If you think I'm going back to regular Hulu, you're crazy!  We don't even watch that much Hulu.  I still want it just in case!  Now take off all your clothes so we don't get blood on 'em  when we kill that cop in the desert.  Oh, the beginning all makes sense now.        (PANTING)  Why won't you die?!  (CROWS CAWING)    (BOTH SCREAM)  (ROARS)    Whoa!  I did not see that coming.  One more. Let's watch one more.  Well, hold on.  Like all television viewers,  our first priority before deciding  to continue watching a show  should be whether or not it features enough diversity.  I felt very well-represented.  Aw, I'm glad, honey.  Mmm.  Hey, thanks for letting me come over, you guys.  (KNOCKS ON DOOR)  Telegram for Mr. Griffin.  Thank you, someone's nephew.  Would you mind reading it out loud  for maximum old-timey effect?  ""To P. Griffin, from the Emmy Board of Governors.  Dear Mr. Griffin, stop.  We understand you've been attempting to win an Emmy, stop.  - Stop, stop."" - Is that all?  No, there's another from Fleetwood Mac.  ""Don't stop, stop. Thinking about tomorrow, stop.""  And here's one from The Supremes.  ""Stop, stop. In the name of love, stop.""  - Are you finished? - Are you asking me to stop, stop?  Peter, close the door.  Well, that's it.  We didn't get Best Drama either.  This is hopeless. We've tried everything.  No, Lois, we haven't.  But that's just what we're gonna do Everything!  We're gonna try for every single Emmy category.  Starting with Best Stunt Performance.  Aah!  Peter, I don't think that's a category.  Oh, okay.  Best Documentary.  Aah!    (IN WISCONSIN ACCENT): Chris is playing my dummy nephew.  Our family actually lines up really well for this.  Best Competitive Reality Show!    - Peter, you're out. - I'm off the show?  No, your penis is out.  - You're in. - I'm in?  No, urine is running down your leg.  Outstanding Casting for a Comedy Series!"
S16e1,PETER:,"Okay, so the deal is, I get girls like you jobs.  The jobs pay $1,000 to $5,000 a day.  I'm recording this interview.  And then I send the demo tape to producers,  and if they like you, they're gonna hire you.  Have you done anything like this before?  Never. This is my first time.  All right, now, a lot of these scenes are gonna be  you interacting with someone else,  so I'll just come around and read with you.  Now, since I'm holding the camera,  I'm gonna need some help with my belt buckle.  And there you have it, Family Guy reaches a new low  as it grovels and begs for a meaningless award.  I would say they've got about as much chance of winning an Emmy  as the Republican Party has of accomplishing something.  (AUDIENCE LAUGHS AND CLAPS)"
S16e1,MAN:,"Peter, over here.    Bill Maher? What are you doing not smirking outside a church?  Uh, yeah, I was just doing that.  Uh, look, Peter, I'm here for two reasons:  first, to find out who that Asian girl was on the couch,  and second, to tell you that  Family Guy will never, ever win an Emmy.  Okay, first of all, that was Asa Akira.  I think you knew that.  Second, are you sayin' there's a conspiracy against us?  (WHISPERS): Follow the Emmy.    (LIGHTNING CRACKLES)  (THUNDER RUMBLES OUTSIDE)  It's back this way.  And who was that Asian girl on the couch?  I think you knew who that was.      (TRILLING)  To convey this moment of shock  at the depth of the conspiracy around me,  here's Ryan O'Neal in the movie Tough Guys Don't Dance.  - (DRAMATIC MUSIC PLAYS) - Oh, man.  Oh, God. Oh, man.  Oh, God.  Oh, man.  Oh, God. Oh, man.  Oh, God. Oh, man. Oh, God!  (TIRES SQUEAK)  Peter, there you are.  I've been calling you all night.  Where the hell have you been?  No time to explain.  This Emmy thing goes deep.  The same people win year after year after year.  It's like there's some kind of secret society  that takes all the awards and is keepin' us from getting one.  Yeah, I know. They're all here to see you.  - Hello, Peter. - (GASPS)  The Michelin Man?  You're part of this?  No, I'm two-time Emmy-winner Alec Baldwin.  Peter, stop snooping around the Emmys.  Yeah, butt out. It's none of your business.  Well, why not, Julie Bowen?  Huge fan, by the way. Just huge.  What are you hiding?  What's the big, secret reason  Family Guy can't win an Emmy?  All right, we'll tell you.  Your show sucks.  Peter, I'm famous writer Aaron Sorkin.  Walk and talk with me.  You wouldn't know my work because  I don't write for Juggs magazine.  Let me explain ""writing"" to you.  You can't take a scene from Ferris Bueller,  cross out the name ""Ferris,"" and replace it with ""Peter.""  And the racial stuff on your show is just embarrassing.  You have people of color voiced by white actors.  - No! - Yes!  Hell, I'm Shonda Rhimes,  and I'm being voiced by a white actor.  And worst of all,  you take this big pile of garbage,  and you tie it all up by having everyone sit around saying,  ""At least everything's back to normal,""  as if something happened.  When nothing happened!  It was a complete waste of everyone's time!  (SAD MUSIC PLAYS)  Well, I'm glad all this Emmy nonsense is over  and things are back to normal.  Yeah, me, too.  You know, I may not get Emmys,  but I do get the best award of all My family.  And this e-mail from a young fan.  ""Dear sir, your show helped me  when I was going through chemotherapy.""  Aw.  ""My favorite episode was when Homer stays home from church""  Ah, damn it, he thinks we're The Simpsons.  Hey, what do you say, one last try?  Why not?  Ladies and gentlemen,  please enjoy this spectacular, live-action chicken fight,  starring Ty Burrell.  Good night!  (WEAK CHIRPING)  Shh. Shh.  (WEAK CHIRPING)  I don't have any more room in my house."
S16e2,MAN:,"Sir? Sir, can you hear me?  There he is.  Welcome back, buddy.  - Who are you? - I'm a paramedic.  Name's Stryker Foxx.  (BELL CHIMES)  Oh, Lois just texted.  ""Burgers or meatballs for dinner?""  I'll text back for you.  ""Same thing, bitch. Just different shapes.""  (IPAD CHIMING RAPIDLY)  (CHUCKLES): Oh, this is gonna be fun.  Oh, battery died.  Sir, you've sustained a head injury.  How many chicken fingers am I holding up, and do you want one?  Three, and hell yeah!  Mmm. Aw. These are amazing!  Did I die and go to heaven?  Well, you didn't die, 'cause I saved you.  And you're not in heaven 'cause you're not holding a margarita.  Oh, wait a minute, yes, you are.  You brought a lot of food in the bathroom.  I always do.  Oh, my God.  Are you the coolest guy ever?  Ah, that's just a silly title they gave me  down at the Karate Paintball Dirt Bike Club.  Awesome!  Okay, well, bandaged you up.  You should be good to go.  But just be more careful next time.  I know. What a stupid injury, huh?  I haven't been this embarrassed  since I was a rookie firefighter.  (ALARM RINGING)"
S16e2,PETER:,"Sorry, first day. Still learning.  Hey, Stryker, wait!  Hey, listen, I just wanted to say thanks again  for patching me up.  No problem, buddy.  Hey, that's an interesting necklace you got there.  Oh, this? It's from when I was a kid.  It's half of a ""best friend"" coin.  I always had this crazy dream  that one day I'd run into the guy with the other half.  Oh, my God. Cody?  Oh, that must be the name of the dead surfer I found this on.  TV"
S16e2,ANNOUNCER:,"We now return to the Olympics.  Ugh, it's so annoying.  They always use football announcers  for events they know nothing about."
S16e2,ANNOUNCER:,"The players are ready to take the swimming field.  (ALARM BUZZES)  And they're swimming!  They appear to be doing the forward stroke.  My neighbor has a pool.  I'll take a dip if I know they're on vacation.  It's neck-and-neck, and it looks like Canada won!  Uh, no, they're going back the other way.  What do you think? How do I look?  Like a gas station energy drink.  But you put that on to go to the Clam?  Aren't the guys gonna think you're a little overdressed?  Oh, I'm not hanging out with the guys.  I met someone new.  His name's Stryker and he's really cool.  Like, he's one of those guys whose forearm hair  makes his watch look even cooler.  (PHONE RINGING)  (GASPS) It's Stryker!  I want him to think I was listening to a cool song.  Pump up the jam   Yeah, who dis?  Oh, hey, man.  Oh, nothing much. Just getting slurped.  - Ew. - Oh, you're almost here?  Okay, just, uh, just give me a second  so I can put away all my guitars.  Okay, Seacrest out. Bye.  (MUSIC STOPS)  What the hell was that?  Lay off. Nothing.  (KNOCK ON DOOR)  Hey, Peter.  Hey, man.  Hola, cha-cha, hi-hi.  - Peter! - I don't know. It's-it's this house.  I-I got to get out of this house.  Boy, Dad sure seems excited.  I know. I haven't seen him this giddy  since he discovered that single-loop roller coaster.  (GIGGLES)  Ah  (GIGGLES)  Ah  (GIGGLES)  Ah  Uh, don't feel so good.  (RETCHES) Ew!  Ah  (RETCHES) Ew!  Ah  (RETCHES) Ew!    Wow, what a cool loft.  I bet it cost a ton to make this place look unfinished.  Hey, come over here. There's someone I want  to introduce you to, 1997 George Clooney.  Wow! That's the coolest George Clooney there is!  Hi, George Clooney, second worst Batman.  Peter Griffin, second best Homer.  You may have heard, I'm also known  for my practical jokes on the set.  One time, I nailed Nora Dunn in the head with an apple.  (LAUGHS): That-that's hilarious 'cause you're handsome.  Otherwise, you're just some dick who hit a lady.  Aw, thanks for bringing me here, Stryker.  I'm having the best time ever.  Even better than when I lived in Santa Fe.  Have you ever seen a prettier sunset?  Never.  It's just so peaceful here.  It sure is.  Mm. Sure is.  Did you also have a very public meltdown in another city?  - I did. - Yeah. Yeah.  (KNOCK ON DOOR)  Ugh, it's the guys.  What do those losers want?  Losers? Those are your friends.  Nah, they're lame.  Not one of them has ever vaped at a funeral.  Hey, Peter. Hey, what are you doing tonight?  We're gonna watch Cleveland  put a garbage can full of coins in a Coinstar.  Sometimes it takes my buttons.  Eh, thanks, guys, but I-I can't make it.  I'm, um, I'm getting re-circumcised.  Got a wedding next week.  I just want to clean it up a bit.  Oh, well, that's too bad. Yeah, maybe next time.  That sounds horrible.  Peter, why did you just lie to the guys?  'Cause I got plans with Stryker.  I don't want them to embarrass me.  Eh, I get where he's coming from.  That's why I never introduce you to my friends.  What friends?  Like the guys in my photography club.  ""Dear Gary Glitter, Jeffrey Jones  and Jared from Subway,  I feel like I'm the only one sending pics.  I love all the positive feedback,  but maybe you guys send a pic?  Anyway, here's more pics.""    Hey, you ever try that? Wingsuiting?  I mean, basically, yeah.  One time, I jumped off a top bunk  with a towel around my neck like a cape.  It was inside the IKEA.  I landed on a cardboard computer.  We should totally do that sometime.  Nah, I can't go back there.  They got my picture by the door.  Hey, he is in here.  What the hell are you guys doing here?  We were coming back from the Coinstar  and saw your car out front.  Rough night. Turns out the can was all buttons.  We're not gonna make our mortgage.  What are you doing here?  I thought you were too busy to go out tonight.  Peter, who are your friends?  Oh, um Stryker, this is Quagmire, Joe and Cleveland.  How do you two know each other?  Did you meet at the Harry Potter store?  Peter loves that place.  It was one wand and I was using a gift certificate.  No, we actually met when I was administering first aid to him.  - I'm a paramedic. - For real?  Hey, can I show you seven or eight things on my body  and ask for medical diagnosises?  This thing here that looks like a second elbow,  I don't know what it is.  Feels like it's filled with liquid.  Well, I could take a look at it.  No, no, no, guys, guys, it's his night off.  I have two pee holes.  Stop it! Stop it. Guys, can I talk to you?  Look, this, this right here  is exactly why I've been avoiding you.  I knew you'd embarrass me in front of Stryker.  Who cares? He's just some dude.  He's not ""just some dude.""  He happens to be the first really cool friend  I've ever had.  What are you talking about? We're cool.  You are absolutely not cool.  Oh, yeah?  Well, then why did those teenagers on the way in say,  ""Cool wheelchair, dick""?  Hey, look, Peter, if you're so embarrassed by us  and you think we're losers,  well, then we don't want to hang out with you, either.  Good. Who needs you bums? I got Stryker.  Oh, yeah?  Well, I hope you two are happy together, you jerk."
S16e2,BOY:,"Cool wheelchair, dick."
S16e2,JOE:,"Thanks. Did you see the backpack hanging off it?  Wow, you know,  I never thought I could be talked into wingsuiting.  You're gonna love it.  It's just a short hike from here to the summit.  A hike? It's no problem.  Shouldn't affect my old football injury.  I spilled hot chili on my nuts.  You're a riot, Peter.  Hey, you sure you're up for this?  Oh, hell yeah. When I commit to something, I go all the way,  like when I had Kathleen Turner's voice.  (KATHLEEN TURNER'S VOICE): Good morning, guys.  Peter, what's wrong with your voice?  I got punched in the throat at the Clam last night.  Now I sound exactly like Kathleen Turner.  I'm just gonna get my stromboli.  Hey! Get away from my stromboli, Kathleen Turner!  (SHOUTS)      Wow, that's, uh that's some view.  I know, isn't it?  You see that rock formation over there?  We're gonna fly right through the center of it.  It's called threading the needle.  Totally intense.  Uh-huh, uh-huh, yeah. Or-or how about this?  Maybe you jump off this cliff  and I spin around over there and sing Sound of Music.  Or-or we could just go home and watch Sound of Music.  I can see you're a little nervous, Peter,  but I'm telling you, it is easier than you think.  Watch.    Wow, look at him go.  You know, just when I thought  he couldn't get any cooler, he goes (BLEEP)  Oh, my God! Oh, my God!  Oh! What-what just There's almost nothing left of him!  And I just know I'm gonna be the one  to have to intify the body.  (CRYING): That's him. Poor guy.  He looks like a bowl of tomato soup.  Guy next to him died in a fire  He looks like a grilled cheese sandwich.  Oh, these two poor souls are the best combination  for a rainy Saturday.  So, hey, guys.  What are we drinking? Beer?  Hey, Quagmire, how about one of your famous sexual stories?  Take a hike, Peter.  Ah, oh, you-you mean something Joe can't do?  (LAUGHS)  Friendly jokes indicating closeness.  We heard about Stryker dying.  Ah, craps.  Yeah, give it up.  We know the only reason you're here  is 'cause your cool friend is gone.  That's right. We're not your floppy seconds, Peter.  It's actually ""sloppy.""  Well, for me, it's both.  But listen, you really hurt our feelings.  You can't just treat us like garbage and then expect us  to take you back like nothing happened.  Okay, that's-that's too bad 'cause that was kind of my plan.  Well, you can go to hell, Peter.  We're tired of you taking us for granted.  Yeah, and this isn't even the first time  you ditched us for someone else.  Remember when you blew us off  to hang out with Jerry Seinfeld?  Julia Louis-Dreyfus has a lot of Emmys now.  Yeah.  Why did your wife steal that cookbook?  Peter, I'm sorry about your friend Stryker.  I know it's got to be hard to watch a man explode  like a bug on a windshield.  No, it's not that  I mean, I do see that every time I close my eyes  But it's the guys.  They're really mad at me, and I'm-I'm afraid  they don't want to be friends with me anymore.  Well, it's hard to blame them.  You treated them like you don't even care about them.  I do care about them.  It's just, when I hung around with Stryker,  people thought I was cool, and it-it felt good.  No one ever thinks I'm cool.  Your friends thought you were cool, until you dumped them.  Oh, wow, I guess you're right.  I treated them like crap.  I just got to find a way to make it up to them.  You got any ideas?  Mom? Dad? Can Gary Glitter, Jeffrey Jones  and Jared from Subway spend the night?  I don't know, Peter,  but it's got to be something really meaningful,  because imagine how they feel.  After all, you were willing to jump off a cliff for Stryker.  Well, they didn't say yes, but they didn't say no.  You're right.  Thanks, Lois.  And now I know exactly what I have to do.  Uh, where the hell are you going?  Lois told me to go jump off a cliff  to prove my friendship to the guys.  Are-are you, are you sure that's what she said?  I-I don't know, Brian. Her shirt was kind of open.  I was trying to get a peek down there.  Anyway, I got to go jump off a cliff.  Peter, wait. H-Hold on. This is crazy!  Damn it.  Where's Peter going?  Huh?  Oh, for God's sake.  Hey, Quagmire, Cleveland and Joe.  It's your buddy, Peter, and I'm about to thread the needle  to prove to you guys how sorry I am  and that I'd do anything to win you back.  And if something goes wrong and I don't survive,  you can go ahead and delete  the Kennedy Center Honors from my DVR.  I'm-I'm never gonna watch that.  Okay, here goes nothing.  I just wish the sponsor on msuit was a little cooler."
S16e2,CLEVELAND:,"Peter, stop!  Don't jump!  Brian told us you were gonna  Why are you wearing a douche suit?  They also make wipes!  They're not known for their wipes.  Peter, you don't have to jump off a cliff  to prove you're sorry.  Not all of us believe that, but we took a vote  and I agreed I'd respect the majority.  Look, you really treated us badly,  but the fact that you'd be willing  to literally risk your life just to show us how much you care,  well, that says a lot.  Listen, I'm so sorry.  If being cool means don't get to hang out with you guys,  then I don't ever want to be cool.  What do you say? Can we just go back to being friends?  - Of course. - You bet.  Totes McGoats.  (LAUGHS) ""Totes McGoats""?  Maybe you guys are cool. Fist bump.  Ah, crap! (SCREAMS)  - Oh, my God! - Peter!  Should I shoot him, make it go quicker?  I got a shot.  Too late. You didn't answer quick enough.  (SCREAMING)"
S16e2,PETER:,"Hey, I'm doing it.  This ain't so hard.  Guys, I'm gonna do it!  I'm gonna thread the needle!"
S16e2,QUAGMIRE:,"What? We can't hear you!  We're very far away!  Oh, my God, I did it!  I was actually able to thread the  Oh, crap, Canadian goose.  Look out, eh?  (SCREAMING)  (BIRDS SQUAWKING)  Oh! Damn it! Ah! Son of a bitch!  (SCREAMING)  (GRUNTING)  (GROANS)  I think I'm okay.  Ah, nickels!  Well, it's good to be back, you guys.  A-And I'm sorry again I dumped you for Stryker.  Who the hell is this Stryker guy you keep talking about?  What do you mean?  He's that cool, handsome guy I was friends with.  He's the whole reason I went wingsuiting and hurt my head.  Wingsuiting?  Peter, you hurt your head in a ladies' bathroom.  Yeah, your legs fell asleep and you bashed it against a sink.  You were in a coma for two weeks.  You must've dreamed about this Stryker or something.  No, we were buddies.  We rode on his motorcycle.  And he introduced me to 1997 George Clooney.  Okay, well, right there you should've known it wasn't real.  Huh.  Well, whether it was real or not,  I want you to know you are the best friends I've ever had.  Of course we know that, Peter.  Yeah, and we feel the same way.  Hey, this is a really weird question,  but do you boys want to go out dancing?"
S16e2,PETER:,"That night,  we danced until the sun came up.  We forgot all about my coma  and my crazy dream about a cool guy.  We were just four middle-aged men  doing Ecstasy at a Mexican prom.  I'm Peter Griffin, and these are my stories."
S16e3,ANNOUNCER:,"We now return to The Last Man on Earth  Plus These Other 16 People with More Showing Up Every Day.  No way they'll pull this off.  A show with just one character  and an unlimited number of other characters?  Peter, you can't just sit there and watch TV all day.  - You have to mow the lawn. - Aw, this sucks.  I was gonna go down to the Guitar Center  and annoy people."
S16e3,FYI:,"My mom's not picking me up for a long time, because  she's dead!  Hey, Brian, you want a beer?  Peter, Lois is gonna be home soon.  Shouldn't you be mowing the lawn?  I am mowing the lawn.  (BLEATING)  - Where'd you get these? - Craigslist.  Boy, that's got to be some long list."
S16e3,WOMAN:,"and pool tables and jukeboxes  Craig, are you getting all this down?  Yes. Is that it?  No! Futons, everyone's grandfather's golf clubs  I-Is that it?  No! Gay sex  - What kind? - All of it!  I have milked all the goats.  Peter, all those goats are males.  Well, the buckets are full and the goats are happy.  I just hope word doesn't get around.  I like good times."
S16e3,ANNOUNCER:,"We now return to Top Gun  with only public domain music.  (BAND PLAYS LIVELY INTRO)  She'll be coming 'round the mountain when she comes   She'll be coming 'round the mountain   Oh, my God, what the hell did the goats do in here?  This place is disgusting!  Where's your father?  Peter!  PETER (BLEATS): Lois is maaaad.  Go to the Claaaam.  Peter, I both saw you and recognized my husband's voice.  Go baaaack.  Lois! I-I didn't know you were home.  Well, I guess we can all agree this was a great idea. The end.  Ba-na-na-na Family Guy   Enough! My parents will be here any minute.  You better get this house cleaned up.  Don't worry, Lois. I have a Roomba.  (WHIRRING)  Okay, wait, wait, wait a minute.  It'll it'll figure it out.  It's learning. That's-that's part of what it does.  I think it's getting it.  Now she's cookin'.  Hang on to your hat.  Clean floor dead ahead.  Good purchase.  Behold the future.  All right, here it goes.  (WHIRRING STOPS)  And the battery's dead.  (DOORBELL RINGS)  Darling, so wonderful to be here.  (CHUCKLES): Yeah, right. The drive here is like  a counterclockwise trip around the Monopoly board.  PETER (CHUCKLES): He has no paaaants.  Peter, get out of there.  Lois, what's going on here?  Well, I asked Peter to mow the lawn.  Will somebody turn off Top Gun?!  (SONG STOPS)  So obviously he bought a herd of goats,  and now they've taken over the house.  Lois, I worry this is not a healthy environment  - for the children. - Mom, please.  You know I would never put my children in harm's way.  Oh, boy. AMBER Alert.  Stewie was last seen with a goat in a '98 Toyota Tercel  heading north on I-95.  How do you turn those off, by the way?  Lois, I've seen enough.  You're completely overwhelmed, and you have four children.  (CHUCKLES) Four children.  (CHUCKLES) Four children.  (CHUCKLES) Four children.  (CHUCKLES) Four children.  (CHUCKLES) Four children.  Hey!  You need help, Lois.  And since I don't believe in psychiatry,  I'm getting you a nanny.  Well, I guess it would be good to have some help  with Meg and Chris.  And Stewie, if he's ever found.  Honey, do you think that's the goat and baby  - from the AMBER alert? - Uh, it's a Tercel,  but I don't think it's the right year.  (DOORBELL RINGS)  That must be the new nanny.  Is this the Griffin house?  Welcome to this work environment.  Oh. I'm not the nanny. I'm her Uber driver.  Your nanny's still in the car.  She dozed off on the way here.  I not doze off, Yoober.  Was looking at crinkled photos of dead relatives.  Hello. I am Natalia.  What is favorite breakfast fish?  Well, if you must know  Welcome to this work environment.  Okay, Natalia, level with me.  Why are you really here?  I have been sent to neutralize liberal Jewish dissident,  Fievel Mousekewitz.  Oh. Well, the only mouse in this neighborhood is  our innocent neighbor, Frank Maxwell.  Comrade Mousekewitz!  Did you think you could run forever?  I, uh, I think you've got the wrong mouse.  I'm just regular old Frank Maxwell,  and I'm very late for work.  Good day, ma'am.  (STARTS ENGINE)  Whoa! You killed him?  That was not me.  Someone else got to him first.  Tough break, Jew mouse. Ha-ha!  Hi. I'm Peter Griffin.  Under parody law, in order to use someone else's character  in an unlicensed fashion, we have to provide  something called ""commentary.""  The commentary here is that Mickey Mouse hates Jews.  Now, let's see what else this new nanny has up her sleeve.  Okay, Stewie, this is favorite Belarusian children book  called Goodnight Moon of Chernobyl.  ""Goodnight Chernobyl moon.  Goodnight radiation house.  Goodnight melted phone.  Goodnight glowing milk.  Goodnight bleeding grandpa's eyes.  Goodnight two-headed cat.  Goodnight nobody.  Goodnight blocks and blocks and blocks of nobody.  The end.""  Next book.  Everybody Poops  Blood.  I'll get started on dinner.  No need to start dinner.  Homework is done. Kids are fed.  You two should go out and have lovely evening.  - Together? - Yes. Everything taken care of.  Go out. Enjoy American freedom.  What do you say, Peter?  Eh, it could be fun. And we haven't been on a date  since I broke the Guinness record  for longest nasal exhale at that Tina Fey movie."
S16e3,FEY:,"You're the baby mama? Well, that's no bueno.  (INHALES THROUGH NOSE)  (EXHALING THROUGH NOSE)  (CONTINUES EXHALING THROUGH NOSE)  Hello. I'm Steve.  I'll be your server this evening.  May I start you off with a cocktail?  (CLEARS THROAT)  You don't work here, do you?  I do not.  Oh, this is nice.  So, how's work?  Good.  How, uh  how's the stuff you do during your day?  - Good. - Good.  So is that it?  Did we do a date? Phones back on?  Peter, we finally have a chance to reconnect.  We've been given this opportunity.  It's like before we had kids.  We got to make the most of it.  H-Hang on, hang on, Lois.  Give me two of those round balls of butter and a breadstick.  You'll see where I'm heading with this.  Okay, look, look, look. Here's what you want.  - Here's what you got. - (CHUCKLES)  I'm very happy with what I got.  Hmm. Well, maybe I can give you half a breadstick later.  As long as you don't mind a little marinara dipping sauce.  That's absolutely disgusting.  And I love it.  You know what? I like date night.  To Natalia, for making it possible.  Pretty sure that's Steve's pee.  Enjoying your wine?  Oh, what an amazing night.  I told you we could have a fun time, just the two of us.  Fun's not over yet.  (MOANING)"
S16e3,PETER:,"Come on, let's get in the trunk.  I filled it with water so we can do it hippo-style.  Weightlessly,  with my feet lightly scraping the bottom as we do it."
S16e3,LOIS:,"Okay. It's kind of sexy, I guess."
S16e3,PETER:,"And in the hippo tradition,  first we must eat a whole head of lettuce.  - Now, do you have the lettuce? - I-I didn't know we were doing this.  Did you bring the lettuce?  Oh, no, I forgot.  Ronald, I asked you to do one thing.  Honey, honey I brought the lettuce.  So thanks to Natalia,  we've been spending so much more time together.  Let me tell you, Joe, it's really been a rediscovery.  - Hmm. - Joe, ""we time""  - is just as important as ""me time."" - Okay.  We've actually been watching The Middle together.  It's so funny! Isn't it funny, Peter?  It is actually funny. At least three times an episode  we turn to each other and we say,"
